,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year
642,648,Alien: Covenant,240891763.0,74262031.0,30.8,166629732.0,69.2,2017
643,649,Sully,240797623.0,125070033.0,51.9,115727590.0,48.1,2016
644,650,Assassin's Creed,240697856.0,54647948.0,22.7,186049908.0,77.3,2016
645,651,Click,240685326.0,137355633.0,57.1,103329693.0,42.9,2006
646,652,Die Hard 2,240247433.0,117540947.0,48.9,122706486.0,51.1,1990
647,653,Resident Evil: Retribution,240159255.0,42345531.0,17.6,197813724.0,82.4,2012
648,654,Crocodile Dundee II,239606210.0,109306210.0,45.6,130300000.0,54.4,1988
649,655,Planes,239258712.0,90288712.0,37.7,148970000.0,62.3,2013
650,656,Crazy Rich Asians,238532921.0,174532921.0,73.2,64000000.0,26.799999999999997,2018
651,657,Batman & Robin,238235915.0,107353792.0,45.1,130882123.0,54.9,1997
652,658,Gulliver's Travels,237382724.0,42779261.0,18.0,194603463.0,82.0,2010
653,659,Gone in 60 Seconds,237202299.0,101648571.0,42.8,135553728.0,57.2,2000
654,660,Saturday Night Fever,237113184.0,94213184.0,39.7,142900000.0,60.3,1977
655,661,Silver Linings Playbook,236412453.0,132092958.0,55.9,104319495.0,44.1,2012
656,662,2 Fast 2 Furious,236350661.0,127154901.0,53.8,109195760.0,46.2,2003
657,663,Howl's Moving Castle,236212992.0,5576743.0,2.4,230636249.0,97.6,2004
658,664,Hidden Figures,235956898.0,169607287.0,71.9,66349611.0,28.099999999999994,2016
659,665,A.I. Artificial Intelligence,235926552.0,78616689.0,33.3,157309863.0,66.7,2001
660,666,Dead Poets Society,235860116.0,95860116.0,40.6,140000000.0,59.4,1988
661,667,Spy,235666219.0,110825712.0,47.0,124840507.0,53.0,2015
662,668,American Pie,235483004.0,102561004.0,43.6,132922000.0,56.4,1999
663,669,American Reunion,234989584.0,57011521.0,24.3,177978063.0,75.7,2012
664,670,Big Daddy,234801895.0,163479795.0,69.6,71322100.0,30.400000000000006,1999
665,671,Alvin and the Chipmunks: The Road Chip,234798636.0,85886987.0,36.6,148911649.0,63.4,2015
666,672,The Imitation Game,233555708.0,91125683.0,39.0,142430025.0,61.0,2014
667,673,The Day the Earth Stood Still,233093859.0,79366978.0,34.0,153726881.0,66.0,2008
668,674,American Wedding,232722935.0,104565114.0,44.9,128157821.0,55.1,2003
669,675,The Girl with the Dragon Tattoo,232617430.0,102515793.0,44.1,130101637.0,55.9,2011
670,676,Juno,232372681.0,143495265.0,61.8,88877416.0,38.2,2007
671,677,Argo,232325503.0,136025503.0,58.6,96300000.0,41.4,2012
672,678,Mr. Bean's Holiday,232225908.0,33302167.0,14.3,198923741.0,85.7,2007
673,679,The English Patient,231976425.0,78676425.0,33.9,153300000.0,66.1,1996
674,680,Sister Act,231605150.0,139605150.0,60.3,92000000.0,39.7,1992
675,681,Annabelle Comes Home,231252591.0,74152591.0,32.1,157100000.0,67.9,2019
676,682,Constantine,230884728.0,75976178.0,32.9,154908550.0,67.1,2005
677,683,Get Smart,230685453.0,130319208.0,56.5,100366245.0,43.5,2008
678,684,Space Jam,230418342.0,90418342.0,39.2,140000000.0,60.8,1996
679,685,Life Is Beautiful,230098753.0,57563264.0,25.0,172535489.0,75.0,1998
680,686,The Heat,229930771.0,159582188.0,69.4,70348583.0,30.599999999999994,2013
681,687,Ghostbusters (2016),229147509.0,128350574.0,56.0,100796935.0,44.0,2016
682,688,Ghost Rider,228738393.0,115802596.0,50.6,112935797.0,49.4,2007
683,690,Goodbye Mr. Loser,228122928.0,1293626.0,0.6,226829302.0,99.4,2015
684,691,Paddington 2,227978523.0,40891591.0,17.9,187086932.0,82.1,2017
685,692,Sleepless in Seattle,227927165.0,126808165.0,55.6,101119000.0,44.4,1993
686,693,Lethal Weapon 2,227853986.0,147253986.0,64.6,80600000.0,35.400000000000006,1989
687,694,The Green Hornet,227817248.0,98780042.0,43.4,129037206.0,56.6,2011
688,695,Out of Africa,227542205.0,87071205.0,38.3,140471000.0,61.7,1985
689,696,Youth,227091290.0,1891956.0,0.8,225199334.0,99.2,2017
690,697,Baby Driver,226945087.0,107825862.0,47.5,119119225.0,52.5,2017
691,698,Immortals,226904017.0,83504017.0,36.8,143400000.0,63.2,2011
692,699,Taken,226837760.0,145000989.0,63.9,81836771.0,36.1,2008
693,700,Percy Jackson & the Olympians: The Lightning Thief,226497209.0,88768303.0,39.2,137728906.0,60.8,2010
694,701,Hansel & Gretel: Witch Hunters,226349749.0,55703475.0,24.6,170646274.0,75.4,2013
695,702,Good Will Hunting,225933435.0,138433435.0,61.3,87500000.0,38.7,1997
696,703,Valerian and the City of a Thousand Planets,225874228.0,41189488.0,18.2,184684740.0,81.8,2017
697,704,Ford v Ferrari,225410445.0,117526592.0,52.1,107883853.0,47.9,2019
698,705,Better Days,225320294.0,1921657.0,0.8,223398637.0,99.2,2019
699,706,Jumper,225132113.0,80172128.0,35.6,144959985.0,64.4,2008
700,707,The Social Network,224920315.0,96962694.0,43.1,127957621.0,56.9,2010
701,708,Chicken Run,224834564.0,106834564.0,47.5,118000000.0,52.5,2000
702,709,Con Air,224012234.0,101117573.0,45.1,122894661.0,54.9,1997
703,710,Interview with the Vampire: The Vampire Chronicles,223664608.0,105264608.0,47.1,118400000.0,52.9,1994
704,711,Flightplan,223387299.0,89707299.0,40.2,133680000.0,59.8,2005
705,712,Yes Man,223241637.0,97690976.0,43.8,125550661.0,56.2,2008
706,713,Non-Stop,222809600.0,92168600.0,41.4,130641000.0,58.6,2014
707,714,"Honey, I Shrunk the Kids",222724172.0,130724172.0,58.7,92000000.0,41.3,1989
708,715,Fahrenheit 9/11,222446882.0,119194771.0,53.6,103252111.0,46.4,2004
709,716,Wild Wild West,222104681.0,113804681.0,51.2,108300000.0,48.8,1999
710,717,Elf,221671773.0,174626840.0,78.8,47044933.0,21.200000000000003,2003
711,718,Geostorm,221600160.0,33700160.0,15.2,187900000.0,84.8,2017
712,719,Presumed Innocent,221303188.0,86303188.0,39.0,135000000.0,61.0,1990
713,720,Collateral,220926695.0,101005703.0,45.7,119920992.0,54.3,2004
714,721,Scary Movie 3,220673217.0,110003217.0,49.8,110670000.0,50.2,2003
715,722,Inferno,220021259.0,34343574.0,15.6,185677685.0,84.4,2016
716,723,Knocked Up,219922417.0,148768917.0,67.6,71153500.0,32.400000000000006,2007
717,724,Green Lantern,219851172.0,116601172.0,53.0,103250000.0,47.0,2011
718,725,What Happens in Vegas,219375562.0,80277646.0,36.6,139097916.0,63.4,2008
719,726,It's Complicated,219103655.0,112735375.0,51.4,106368280.0,48.6,2009
720,727,The Terminal,219100084.0,77872883.0,35.5,141227201.0,64.5,2004
721,728,Captain Phillips,218791811.0,107100855.0,49.0,111690956.0,51.0,2013
722,729,The Prince of Egypt,218613188.0,101413188.0,46.4,117200000.0,53.6,1998
723,730,Jack Reacher,218340595.0,80070736.0,36.7,138269859.0,63.3,2012
724,731,Kingdom of Heaven,218122627.0,47398413.0,21.7,170724214.0,78.3,2005
725,732,The Emoji Movie,217776646.0,86089513.0,39.5,131687133.0,60.5,2017
726,733,Dolittle,217688725.0,76288725.0,35.0,141400000.0,65.0,2020
727,734,Dirty Dancing,217688008.0,64577242.0,29.7,153110766.0,70.3,1987
728,735,Dracula Untold,217124280.0,56280355.0,25.9,160843925.0,74.1,2014
729,736,Central Intelligence,216972543.0,127440871.0,58.7,89531672.0,41.3,2016
730,737,Million Dollar Baby,216763646.0,100492203.0,46.4,116271443.0,53.6,2004
731,738,The Help,216639112.0,169708112.0,78.3,46931000.0,21.700000000000003,2011
732,739,Twins,216614388.0,111938388.0,51.7,104676000.0,48.3,1988
733,740,Valentine's Day,216485654.0,110485654.0,51.0,106000000.0,49.0,2010
734,741,Bad Teacher,216197492.0,100292856.0,46.4,115904636.0,53.6,2011
735,742,One Hundred and One Dalmatians,216026182.0,144880014.0,67.1,71146168.0,32.900000000000006,1961
736,743,Clear and Present Danger,215887717.0,122187717.0,56.6,93700000.0,43.4,1994
737,744,Ted 2,215863606.0,81476385.0,37.7,134387221.0,62.3,2015
738,745,Bram Stoker's Dracula,215862692.0,82522790.0,38.2,133339902.0,61.8,1992
739,746,Vertical Limit,215663859.0,69243859.0,32.1,146420000.0,67.9,2000
740,747,Ghostbusters II,215394738.0,112494738.0,52.2,102900000.0,47.8,1989
741,748,The Patriot,215294342.0,113330342.0,52.6,101964000.0,47.4,2000
742,749,The Sorcerer's Apprentice,215283742.0,63150991.0,29.3,152132751.0,70.7,2010
743,750,Just Go with It,214945591.0,103028109.0,47.9,111917482.0,52.1,2011
744,751,The Expendables 3,214657577.0,39322544.0,18.3,175335033.0,81.7,2014
745,752,Creed II,214215889.0,115715889.0,54.0,98500000.0,46.0,2018
746,753,Pulp Fiction,214179088.0,107928762.0,50.4,106250326.0,49.6,1994
747,754,Public Enemies,214104620.0,97104620.0,45.4,117000000.0,54.6,2009
748,755,Smallfoot,214040103.0,83240103.0,38.9,130800000.0,61.1,2018
749,756,The Bourne Identity,214034224.0,121661683.0,56.8,92372541.0,43.2,2002
750,757,Disclosure,214015089.0,83015089.0,38.8,131000000.0,61.2,1994
751,758,The Aviator,213719942.0,102610330.0,48.0,111109612.0,52.0,2004
752,759,"Crouching Tiger, Hidden Dragon",213525736.0,128078872.0,60.0,85446864.0,40.0,2000
753,760,Braveheart,213216216.0,75609945.0,35.5,137606271.0,64.5,1995
754,761,Into the Woods,212902372.0,128002372.0,60.1,84900000.0,39.9,2014
755,762,Bedtime Stories,212874864.0,110101975.0,51.7,102772889.0,48.3,2008
756,763,Miss Congeniality,212742720.0,106807667.0,50.2,105935053.0,49.8,2000
757,764,Entrapment,212404396.0,87704396.0,41.3,124700000.0,58.7,1999
758,765,Ace Ventura: When Nature Calls,212385533.0,108385533.0,51.0,104000000.0,49.0,1995
759,766,End of Days,211989043.0,66889043.0,31.6,145100000.0,68.4,1999
760,767,Bridget Jones's Baby,211952420.0,24252420.0,11.4,187700000.0,88.6,2016
761,768,Battle Los Angeles,211819354.0,83552429.0,39.4,128266925.0,60.6,2011
762,769,Fury,211817906.0,85817906.0,40.5,126000000.0,59.5,2014
763,770,Australia,211787511.0,49554002.0,23.4,162233509.0,76.6,2008
764,771,Due Date,211780824.0,100539043.0,47.5,111241781.0,52.5,2010
765,772,Master and Commander: The Far Side of the World,211622535.0,93927920.0,44.4,117694615.0,55.6,2003
766,773,Lemony Snicket's A Series of Unfortunate Events,211468235.0,118634549.0,56.1,92833686.0,43.9,2004
767,774,District 9,210888950.0,115646235.0,54.8,95242715.0,45.2,2009
768,775,The Jungle Book,210310084.0,141843612.0,67.4,68466472.0,32.599999999999994,1967
769,776,Moonraker,210308099.0,70308099.0,33.4,140000000.0,66.6,1979
770,777,The Others,209947037.0,96522687.0,46.0,113424350.0,54.0,2001
771,778,Horrible Bosses,209838559.0,117538559.0,56.0,92300000.0,44.0,2011
772,780,Red Dragon,209196298.0,93149898.0,44.5,116046400.0,55.5,2002
773,781,Tomorrowland,209035668.0,93436322.0,44.7,115599346.0,55.3,2015
774,782,Me Before You,208314186.0,56245075.0,27.0,152069111.0,73.0,2016
775,783,Safe House,208076205.0,126373434.0,60.7,81702771.0,39.3,2012
776,784,S.W.A.T.,207725639.0,116934650.0,56.3,90790989.0,43.7,2003
777,785,Traffic,207515725.0,124115725.0,59.8,83400000.0,40.2,2000
778,786,The Fast and the Furious,207284863.0,144533925.0,69.7,62750938.0,30.299999999999997,2001
779,787,Paranormal Activity 3,207039844.0,104028807.0,50.2,103011037.0,49.8,2011
780,788,Philadelphia,206678440.0,77446440.0,37.5,129232000.0,62.5,1993
781,789,Sleepy Hollow,206071502.0,101071502.0,49.0,105000000.0,51.0,1999
782,790,The Holiday,205841885.0,63224849.0,30.7,142617036.0,69.3,2006
783,791,London Has Fallen,205754447.0,62524260.0,30.4,143230187.0,69.6,2016
784,792,A Dog's Purpose,205736628.0,64508620.0,31.4,141228008.0,68.6,2017
785,793,The Break-Up,205668210.0,118703275.0,57.7,86964935.0,42.3,2006
786,794,Journey to the West,205637183.0,18058.0,0.1,205619125.0,99.9,2013
787,795,JFK,205405498.0,70405498.0,34.3,135000000.0,65.7,1991
788,796,White House Down,205366737.0,73103784.0,35.6,132262953.0,64.4,2013
789,797,Fun with Dick and Jane,204681899.0,110332737.0,53.9,94349162.0,46.1,2005
790,798,Eat Pray Love,204594016.0,80574010.0,39.4,124020006.0,60.6,2010
791,799,You Don't Mess with the Zohan,204313400.0,100018837.0,49.0,104294563.0,51.0,2008
792,800,King Arthur,203567857.0,51882244.0,25.5,151685613.0,74.5,2004
793,801,Hairspray,203552922.0,118871849.0,58.4,84681073.0,41.6,2007
794,802,Yogi Bear,203518375.0,100246011.0,49.3,103272364.0,50.7,2010
795,803,Everest (2015),203427584.0,43482270.0,21.4,159945314.0,78.6,2015
796,804,Vanilla Sky,203388341.0,100618344.0,49.5,102769997.0,50.5,2001
797,805,Arrival,203388186.0,100546139.0,49.4,102842047.0,50.6,2016
798,806,Need for Speed,203277636.0,43577636.0,21.4,159700000.0,78.6,2014
799,807,Ponyo,203204882.0,15743471.0,7.8,187461411.0,92.2,2008
800,808,Garfield,203172417.0,75369589.0,37.1,127802828.0,62.9,2004
801,809,Little Women,203127575.0,107727575.0,53.0,95400000.0,47.0,2019
802,810,The Addams Family (2019),203044905.0,100044905.0,49.3,103000000.0,50.7,2019
803,811,Patch Adams,202292902.0,135026902.0,66.8,67266000.0,33.2,1998
804,812,Teenage Mutant Ninja Turtles,201965915.0,135265915.0,67.0,66700000.0,33.0,1990
805,813,Kindergarten Cop,201957688.0,91457688.0,45.3,110500000.0,54.7,1990
806,814,Straight Outta Compton,201634991.0,161197785.0,80.0,40437206.0,20.0,2015
807,815,21 Jump Street,201585328.0,138447667.0,68.7,63137661.0,31.299999999999997,2012
808,816,Valkyrie,201545517.0,83077833.0,41.2,118467684.0,58.8,2008
809,817,Open Season,200811689.0,85105259.0,42.4,115706430.0,57.6,2006
810,818,Cats & Dogs,200687492.0,93385515.0,46.5,107301977.0,53.5,2001
811,819,The Hunt for Red October,200512643.0,122012643.0,60.8,78500000.0,39.2,1990
812,820,Percy Jackson: Sea of Monsters,199850315.0,68559554.0,34.3,131290761.0,65.7,2013
813,821,Two Weeks Notice,199043242.0,93354851.0,46.9,105688391.0,53.1,2002
814,822,RED,199006387.0,90380162.0,45.4,108626225.0,54.6,2010
815,823,City of Angels,198685114.0,78685114.0,39.6,120000000.0,60.4,1998
816,824,The Pacifier,198636868.0,113086868.0,56.9,85550000.0,43.1,2005
817,825,50 First Dates,198520934.0,120908074.0,60.9,77612860.0,39.1,2004
818,826,Total Recall (2012),198467168.0,58877969.0,29.7,139589199.0,70.3,2012
819,827,The Island (2018),198326350.0,670883.0,0.3,197655467.0,99.7,2018
820,828,The Impossible,198087212.0,19019882.0,9.6,179067330.0,90.4,2012
821,829,Lost in Thailand,197757387.0,57387.0,0.1,197700000.0,99.9,2012
822,830,Christopher Robin,197744377.0,99215042.0,50.2,98529335.0,49.8,2018
823,831,Jack the Giant Slayer,197687603.0,65187603.0,33.0,132500000.0,67.0,2013
824,832,Smurfs: The Lost Village,197183546.0,45020282.0,22.8,152163264.0,77.2,2017
825,833,Spy Kids 3-D: Game Over,197101678.0,111761982.0,56.7,85339696.0,43.3,2003
826,834,Panic Room,197079546.0,96397334.0,48.9,100682212.0,51.1,2002
827,835,The Other Woman,196710396.0,83911193.0,42.7,112799203.0,57.3,2014
828,836,Stargate,196567262.0,71567262.0,36.4,125000000.0,63.6,1994
829,837,Beowulf,196393745.0,82280579.0,41.9,114113166.0,58.1,2007
830,838,The Vow,196114570.0,125014030.0,63.8,71100540.0,36.2,2012
831,839,Anger Management,195745823.0,135645823.0,69.3,60100000.0,30.700000000000003,2003
832,840,Tropic Thunder,195702811.0,110515313.0,56.5,85187498.0,43.5,2008
833,841,The Shape of Water,195333312.0,63859435.0,32.7,131473877.0,67.3,2017
834,842,The Pelican Brief,195268056.0,100768056.0,51.6,94500000.0,48.4,1993
835,843,The BFG,195243411.0,55483770.0,28.4,139759641.0,71.6,2016
836,844,Rocketman,195179299.0,96368160.0,49.4,98811139.0,50.6,2019
837,845,The Intern,194564672.0,75764672.0,38.9,118800000.0,61.1,2015
838,846,Downton Abbey,194111262.0,96854135.0,49.9,97257127.0,50.1,2019
839,847,Wallace & Gromit: The Curse of the Were-Rabbit,194111171.0,56110897.0,28.9,138000274.0,71.1,2005
840,848,Gnomeo & Juliet,193967670.0,99967670.0,51.5,94000000.0,48.5,2011
841,849,The Sum of All Fears,193921372.0,118907036.0,61.3,75014336.0,38.7,2002
842,850,Gangs of New York,193772504.0,77812000.0,40.2,115960504.0,59.8,2002
843,851,The Monkey King 2,193678298.0,709982.0,0.4,192968316.0,99.6,2016
844,852,Paranormal Activity,193355800.0,107918810.0,55.8,85436990.0,44.2,2009
845,853,The Equalizer,192330738.0,101530738.0,52.8,90800000.0,47.2,2014
846,854,The Lego Movie 2: The Second Part,192306508.0,105806508.0,55.0,86500000.0,45.0,2019
847,855,The Addams Family,191502426.0,113502426.0,59.3,78000000.0,40.7,1991
848,856,The Longest Yard,191466556.0,158119460.0,82.6,33347096.0,17.400000000000006,2005
849,857,Cheaper by the Dozen,190538630.0,138614544.0,72.8,51924086.0,27.200000000000003,2003
850,858,The Equalizer 2,190400157.0,102084362.0,53.6,88315795.0,46.4,2018
851,859,Hollow Man,190213455.0,73209340.0,38.5,117004115.0,61.5,2000
852,860,Outbreak,189859560.0,67659560.0,35.6,122200000.0,64.4,1995
853,861,The Santa Clause,189833357.0,144833357.0,76.3,45000000.0,23.700000000000003,1994
854,862,Abominable,189805347.0,60716390.0,32.0,129088957.0,68.0,2019
855,863,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,189532223.0,79732223.0,42.1,109800000.0,57.9,2020
856,864,The White Storm 2: Drug Lords,189396380.0,609461.0,0.3,188786919.0,99.7,2019
857,865,The X Files,189176423.0,83898313.0,44.4,105278110.0,55.6,1998
858,866,Breakup Buddies,189017596.0,777896.0,0.4,188239700.0,99.6,2014
859,867,Rambo III,189015611.0,53715611.0,28.4,135300000.0,71.6,1988
860,868,The Secret Life of Walter Mitty,188133322.0,58236838.0,31.0,129896484.0,69.0,2013
861,870,Jaws 2,187884007.0,81766007.0,43.5,106118000.0,56.5,1978
862,871,12 Years a Slave,187733202.0,56671993.0,30.2,131061209.0,69.8,2013
863,872,Heat,187436818.0,67436818.0,36.0,120000000.0,64.0,1995
864,873,Mr. Popper's Penguins,187361754.0,68224452.0,36.4,119137302.0,63.6,2011
865,874,The Grudge,187281115.0,110359362.0,58.9,76921753.0,41.1,2004
866,875,I Now Pronounce You Chuck & Larry,187134117.0,120059556.0,64.2,67074561.0,35.8,2007
867,876,Weathering with You,186894545.0,7778682.0,4.2,179115863.0,95.8,2019
868,877,The Horse Whisperer,186883563.0,75383563.0,40.3,111500000.0,59.7,1998
869,878,Walk the Line,186797986.0,119519402.0,64.0,67278584.0,36.0,2005
870,880,The Jungle Book 2,186303759.0,47901582.0,25.7,138402177.0,74.3,2003
871,881,The Final Destination,186167139.0,66477700.0,35.7,119689439.0,64.3,2009
872,882,Atlantis: The Lost Empire,186053725.0,84056472.0,45.2,101997253.0,54.8,2001
873,883,Inside Man,186003591.0,88513495.0,47.6,97490096.0,52.4,2006
874,884,The Waterboy,185991646.0,161491646.0,86.8,24500000.0,13.200000000000003,1998
875,885,Hugo,185770160.0,73864507.0,39.8,111905653.0,60.2,2011
876,886,Pitch Perfect 3,185400345.0,104897530.0,56.6,80502815.0,43.4,2017
877,887,Watchmen,185382813.0,107509799.0,58.0,77873014.0,42.0,2009
878,888,The Birdcage,185260553.0,124060553.0,67.0,61200000.0,33.0,1996
879,889,Moulin Rouge!,184928135.0,57386607.0,31.0,127541528.0,69.0,2001
880,890,Snow White and the Seven Dwarfs,184925486.0,184925486.0,100.0,0.0,0.0,1937
881,891,Hop,183953723.0,108085305.0,58.8,75868418.0,41.2,2011
882,892,Bad Moms,183936074.0,113257297.0,61.6,70678777.0,38.4,2016
883,893,Jupiter Ascending,183887723.0,47387723.0,25.8,136500000.0,74.2,2015
884,894,Knowing,183658498.0,79957634.0,43.5,103700864.0,56.5,2007
885,895,102 Dalmatians,183611771.0,66957026.0,36.5,116654745.0,63.5,2000
886,897,Storks,183388953.0,72679278.0,39.6,110709675.0,60.4,2016
887,898,Paul Blart: Mall Cop,183348429.0,146336178.0,79.8,37012251.0,20.200000000000003,2009
888,899,Wayne's World,183097323.0,121697323.0,66.5,61400000.0,33.5,1992
889,900,Maverick,183031272.0,101631272.0,55.5,81400000.0,44.5,1994
890,901,Mirror Mirror,183018522.0,64935167.0,35.5,118083355.0,64.5,2012
891,902,The Man in the Iron Mask,182968902.0,56968902.0,31.1,126000000.0,68.9,1998
892,903,Cape Fear,182291969.0,79091969.0,43.4,103200000.0,56.6,1991
893,904,The Haunted Mansion,182290266.0,75847266.0,41.6,106443000.0,58.4,2003
894,906,While You Were Sleeping,182057016.0,81057016.0,44.5,101000000.0,55.5,1995
895,907,The Bridges of Madison County,182016617.0,71516617.0,39.3,110500000.0,60.7,1995
896,909,Poseidon,181674817.0,60674817.0,33.4,121000000.0,66.6,2006
897,910,The First Wives Club,181489203.0,105489203.0,58.1,76000000.0,41.9,1996
898,911,Scooby-Doo 2: Monsters Unleashed,181216833.0,84216833.0,46.5,97000000.0,53.5,2004
899,912,Hot Shots!,181096164.0,69467617.0,38.4,111628547.0,61.6,1991
900,913,Road to Perdition,181001478.0,104454762.0,57.7,76546716.0,42.3,2002
901,914,Kill Bill: Vol. 1,180899045.0,70099045.0,38.8,110800000.0,61.2,2003
902,915,The Hitman's Bodyguard,180650747.0,75468583.0,41.8,105182164.0,58.2,2017
903,916,The Scorpion King,180630907.0,91047077.0,50.4,89583830.0,49.6,2002
904,917,Sweet Home Alabama,180622424.0,127223418.0,70.4,53399006.0,29.599999999999994,2002
905,918,Daddy's Home 2,180613180.0,104029443.0,57.6,76583737.0,42.4,2017
906,919,Deja Vu,180557550.0,64038616.0,35.5,116518934.0,64.5,2006
907,920,Hacksaw Ridge,180450918.0,67209615.0,37.2,113241303.0,62.8,2016
908,921,The Post,179769457.0,81903458.0,45.6,97865999.0,54.4,2017
909,922,Dangerous Minds,179519401.0,84919401.0,47.3,94600000.0,52.7,1995
910,923,The Dictator,179379533.0,59650222.0,33.2,119729311.0,66.8,2012
911,924,The League of Extraordinary Gentlemen,179265204.0,66465204.0,37.1,112800000.0,62.9,2003
912,925,Allegiant,179246868.0,66184051.0,36.9,113062817.0,63.1,2016
913,926,Daredevil,179179718.0,102543518.0,57.2,76636200.0,42.8,2003
914,927,City Slickers,179033791.0,124033791.0,69.3,55000000.0,30.700000000000003,1991
915,928,He's Just Not That Into You,178866158.0,93953653.0,52.5,84912505.0,47.5,2009
916,929,Eagle Eye,178767383.0,101440743.0,56.7,77326640.0,43.3,2008
917,930,Along Came Polly,178311729.0,88097164.0,49.4,90214565.0,50.6,2004
918,931,Flushed Away,178281554.0,64665672.0,36.3,113615882.0,63.7,2006
919,932,Scary Movie 4,178262620.0,90710620.0,50.9,87552000.0,49.1,2006
920,933,Dante's Peak,178127760.0,67127760.0,37.7,111000000.0,62.3,1997
921,934,Brokeback Mountain,178062759.0,83043761.0,46.6,95018998.0,53.4,2005
922,935,Patriot Games,178051587.0,83351587.0,46.8,94700000.0,53.2,1992
923,936,Flubber,177977226.0,92977226.0,52.2,85000000.0,47.8,1997
924,937,Baywatch,177856751.0,58060186.0,32.6,119796565.0,67.4,2017
925,938,Double Jeopardy,177841558.0,116741558.0,65.6,61100000.0,34.400000000000006,1999
926,939,War Horse,177584879.0,79884879.0,45.0,97700000.0,55.0,2011
927,940,Paranormal Activity 2,177512032.0,84752907.0,47.7,92759125.0,52.3,2010
928,941,How to Lose a Guy in 10 Days,177502387.0,105813373.0,59.6,71689014.0,40.4,2003
929,942,Alien vs. Predator,177427090.0,80282231.0,45.2,97144859.0,54.8,2004
930,943,Hero,177395557.0,53710019.0,30.3,123685538.0,69.7,2002
931,944,The 40-Year-Old Virgin,177378645.0,109449237.0,61.7,67929408.0,38.3,2005
932,945,Lee Daniels' The Butler,177313795.0,116632095.0,65.8,60681700.0,34.2,2013
933,946,The Haunting,177311151.0,91411151.0,51.6,85900000.0,48.4,1999
934,947,The Descendants,177243185.0,82584160.0,46.6,94659025.0,53.4,2011
935,948,The A-Team,177238796.0,77222099.0,43.6,100016697.0,56.4,2010
936,949,Tootsie,177200000.0,177200000.0,100.0,0.0,0.0,1982
937,950,In the Line of Fire,176997168.0,102314823.0,57.8,74682345.0,42.2,1993
938,951,Analyze This,176885658.0,106885658.0,60.4,70000000.0,39.6,1999
939,952,Looper,176506819.0,66486205.0,37.7,110020614.0,62.3,2012
940,954,Dr. Dolittle 2,176104344.0,112952899.0,64.1,63151445.0,35.900000000000006,2001
941,955,The Italian Job,176070171.0,106128601.0,60.3,69941570.0,39.7,2003
942,956,The Bucket List,175372502.0,93466502.0,53.3,81906000.0,46.7,2007
943,957,Sleeping with the Enemy,174999005.0,101599005.0,58.1,73400000.0,41.9,1991
944,958,Cowboys & Aliens,174822325.0,100240551.0,57.3,74581774.0,42.7,2011
945,959,The Mule,174804407.0,103804407.0,59.4,71000000.0,40.6,2018
946,960,George of the Jungle,174463257.0,105263257.0,60.3,69200000.0,39.7,1997
947,961,Evan Almighty,174440724.0,100462298.0,57.6,73978426.0,42.4,2007
948,962,Identity Thief,173965010.0,134506920.0,77.3,39458090.0,22.700000000000003,2013
949,963,The Nutcracker and the Four Realms,173961069.0,54858851.0,31.5,119102218.0,68.5,2018
950,964,Big Momma's House,173959438.0,117559438.0,67.6,56400000.0,32.400000000000006,2000
951,965,In Time,173930596.0,37520095.0,21.6,136410501.0,78.4,2011
952,966,Amélie,173924742.0,33225499.0,19.1,140699243.0,80.9,2001
953,967,Operation Mekong,173839072.0,800012.0,0.5,173039060.0,99.5,2016
954,968,Anchorman 2: The Legend Continues,173649931.0,127352707.0,73.3,46297224.0,26.700000000000003,2013
955,969,Creed,173567581.0,109767581.0,63.2,63800000.0,36.8,2015
956,970,Gemini Man,173469516.0,48546770.0,28.0,124922746.0,72.0,2019
957,971,The Girl on the Train,173185859.0,75395035.0,43.5,97790824.0,56.5,2016
958,972,Scream,173046663.0,103046663.0,59.6,70000000.0,40.4,1996
959,973,Cold Mountain,173013509.0,95636509.0,55.3,77377000.0,44.7,2003
960,974,Black Hawk Down,172989651.0,108638745.0,62.8,64350906.0,37.2,2001
961,975,The Grand Budapest Hotel,172936941.0,59301324.0,34.3,113635617.0,65.7,2014
962,976,The Santa Clause 2,172855065.0,139236327.0,80.6,33618738.0,19.400000000000006,2002
963,977,Cloverfield,172394180.0,80048433.0,46.4,92345747.0,53.6,2008
964,978,Scream 2,172363301.0,101363301.0,58.8,71000000.0,41.2,1997
965,979,Couples Retreat,171844840.0,109204945.0,63.6,62639895.0,36.4,2009
966,980,Antz,171757863.0,90757863.0,52.8,81000000.0,47.2,1998
967,981,Blood Diamond,171720398.0,57377916.0,33.4,114342482.0,66.6,2006
968,982,Jackass 3D,171685792.0,117229692.0,68.3,54456100.0,31.700000000000003,2010
969,983,No Country for Old Men,171627166.0,74283625.0,43.3,97343541.0,56.7,2007
970,984,John Wick: Chapter 2,171539887.0,92029184.0,53.6,79510703.0,46.4,2017
971,985,Cocktail,171504781.0,78222753.0,45.6,93282028.0,54.4,1988
972,987,Mr. Deeds,171269535.0,126293452.0,73.7,44976083.0,26.299999999999997,2002
973,988,Contact,171120329.0,100920329.0,59.0,70200000.0,41.0,1997
