,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year
1290,1311,Law Abiding Citizen,127944208.0,73357727.0,57.3,54586481.0,42.7,2009
1291,1312,The Adjustment Bureau,127869379.0,62495645.0,48.9,65373734.0,51.1,2010
1292,1313,U-571,127666415.0,77122415.0,60.4,50544000.0,39.6,2000
1293,1314,First Knight,127600435.0,37600435.0,29.5,90000000.0,70.5,1995
1294,1315,March of the Penguins,127392693.0,77437223.0,60.8,49955470.0,39.2,2005
1295,1316,Hide and Seek,127369981.0,51100486.0,40.1,76269495.0,59.9,2005
1296,1317,Predators,127233108.0,52000688.0,40.9,75232420.0,59.1,2010
1297,1318,Smokey and the Bandit,126737428.0,126737428.0,100.0,0.0,0.0,1977
1298,1319,Chronicle,126636097.0,64575175.0,51.0,62060922.0,49.0,2012
1299,1320,Walking with Dinosaurs 3D,126546518.0,36076121.0,28.5,90470397.0,71.5,2012
1300,1321,Parenthood,126297830.0,100047830.0,79.2,26250000.0,20.799999999999997,1989
1301,1322,L.A. Confidential,126216940.0,64616940.0,51.2,61600000.0,48.8,1997
1302,1323,Sex Tape,126069509.0,38543473.0,30.6,87526036.0,69.4,2014
1303,1324,This Is the End,126041322.0,101470202.0,80.5,24571120.0,19.5,2013
1304,1325,The Upside,125852517.0,108252517.0,86.0,17600000.0,14.0,2019
1305,1326,Detective Chinatown,125842935.0,474252.0,0.4,125368683.0,99.6,2015
1306,1327,Wolf Totem,125837070.0,210591.0,0.2,125626479.0,99.8,2015
1307,1328,Mechanic: Resurrection,125729635.0,21218403.0,16.9,104511232.0,83.1,2016
1308,1329,Midway,125697207.0,56846802.0,45.2,68850405.0,54.8,2019
1309,1330,I Know What You Did Last Summer,125586134.0,72586134.0,57.8,53000000.0,42.2,1997
1310,1331,Ender's Game,125544024.0,61737191.0,49.2,63806833.0,50.8,2013
1311,1332,Happy Death Day,125479266.0,55683845.0,44.4,69795421.0,55.6,2017
1312,1333,Captain Underpants: The First Epic Movie,125427681.0,73921000.0,58.9,51506681.0,41.1,2017
1313,1334,First Blood,125212904.0,47212904.0,37.7,78000000.0,62.3,1982
1314,1335,Rocky III,125049125.0,125049125.0,100.0,0.0,0.0,1982
1315,1336,"Legally Blonde 2: Red, White & Blonde",124914842.0,90186328.0,72.2,34728514.0,27.799999999999997,2003
1316,1337,Donnie Brasco,124909762.0,41909762.0,33.6,83000000.0,66.4,1997
1317,1338,The Family Man,124745083.0,75793305.0,60.8,48951778.0,39.2,2000
1318,1339,Ride Along 2,124605297.0,91221830.0,73.2,33383467.0,26.799999999999997,2015
1319,1340,Coraline,124596837.0,75286229.0,60.4,49310608.0,39.6,2009
1320,1341,The Thomas Crown Affair,124305181.0,69305181.0,55.8,55000000.0,44.2,1999
1321,1342,Ray,123971376.0,75331600.0,60.8,48639776.0,39.2,2004
1322,1343,"Good Morning, Vietnam",123922370.0,123922370.0,100.0,0.0,0.0,1987
1323,1344,The Time Machine,123729176.0,56832494.0,45.9,66896682.0,54.1,2002
1324,1345,The Theory of Everything,123726688.0,35893537.0,29.0,87833151.0,71.0,2014
1325,1346,The Queen,123384128.0,56441711.0,45.7,66942417.0,54.3,2006
1326,1347,The Wedding Singer,123306987.0,80245725.0,65.1,43061262.0,34.900000000000006,1998
1327,1348,Nanny McPhee,123276807.0,47144110.0,38.2,76132697.0,61.8,2005
1328,1349,Big Fish,123218424.0,66809693.0,54.2,56408731.0,45.8,2003
1329,1350,The Curse of la Llorona,123133739.0,54733739.0,44.4,68400000.0,55.6,2019
1330,1351,The Lego Ninjago Movie,123081555.0,59281555.0,48.2,63800000.0,51.8,2017
1331,1352,The Pirates! Band of Misfits,123054041.0,31051126.0,25.2,92002915.0,74.8,2012
1332,1353,Looking Up,122994583.0,84267.0,0.1,122910316.0,99.9,2019
1333,1354,Volcano,122823468.0,49323468.0,40.2,73500000.0,59.8,1997
1334,1355,Zombieland: Double Tap,122810399.0,73123082.0,59.5,49687317.0,40.5,2019
1335,1356,Dragon Blade,122606884.0,74068.0,0.1,122532816.0,99.9,2015
1336,1357,Spirit: Stallion of the Cimarron,122563539.0,73280117.0,59.8,49283422.0,40.2,2002
1337,1358,Surrogates,122444772.0,38577772.0,31.5,83867000.0,68.5,2009
1338,1359,Invictus,122426792.0,37491364.0,30.6,84935428.0,69.4,2009
1339,1360,Mousehunt,122417389.0,61917389.0,50.6,60500000.0,49.4,1997
1340,1361,Mortal Kombat,122195920.0,70454098.0,57.7,51741822.0,42.3,1995
1341,1362,Prisoners,122126687.0,61002302.0,50.0,61124385.0,50.0,2013
1342,1364,Extreme Job,121978657.0,1565885.0,1.3,120412772.0,98.7,2019
1343,1365,Peter Pan,121975011.0,48462608.0,39.7,73512403.0,60.3,2003
1344,1366,Executive Decision,121969216.0,56569216.0,46.4,65400000.0,53.6,1996
1345,1367,Pinocchio,121892045.0,84254167.0,69.1,37637878.0,30.900000000000006,1940
1346,1368,Deepwater Horizon,121790373.0,61433527.0,50.4,60356846.0,49.6,2016
1347,1369,Pride & Prejudice,121616555.0,38405088.0,31.6,83211467.0,68.4,2005
1348,1370,Last Christmas,121550750.0,35150750.0,28.9,86400000.0,71.1,2019
1349,1371,Starship Troopers,121214377.0,54814377.0,45.2,66400000.0,54.8,1997
1350,1372,Bajrangi Bhaijaan,121126188.0,8178001.0,6.8,112948187.0,93.2,2015
1351,1373,The Nut Job,120885527.0,64251541.0,53.2,56633986.0,46.8,2014
1352,1374,Intolerable Cruelty,120801243.0,35327628.0,29.2,85473615.0,70.8,2003
1353,1375,Apocalypto,120673227.0,50866635.0,42.2,69806592.0,57.8,2006
1354,1376,Dora and the Lost City of Gold,120624994.0,60477943.0,50.1,60147051.0,49.9,2019
1355,1377,Instant Family,120556201.0,67363237.0,55.9,53192964.0,44.1,2018
1356,1378,Eight Below,120455994.0,81612565.0,67.8,38843429.0,32.2,2006
1357,1380,Lethal Weapon,120207127.0,65207127.0,54.2,55000000.0,45.8,1987
1358,1381,We Bought a Zoo,120081841.0,75624550.0,63.0,44457291.0,37.0,2011
1359,1382,The Pianist,120072577.0,32572577.0,27.1,87500000.0,72.9,2002
1360,1383,The Omen,119974972.0,54607383.0,45.5,65367589.0,54.5,2006
1361,1384,Rocky V,119946358.0,40946358.0,34.1,79000000.0,65.9,1990
1362,1385,The Commuter,119942387.0,36343858.0,30.3,83598529.0,69.7,2017
1363,1386,Parental Guidance,119772232.0,77267296.0,64.5,42504936.0,35.5,2012
1364,1387,Road Trip,119754278.0,68540777.0,57.2,51213501.0,42.8,2000
1365,1388,Spy Kids 2: Island of Lost Dreams,119723358.0,85846429.0,71.7,33876929.0,28.299999999999997,2002
1366,1389,Michael,119718203.0,95318203.0,79.6,24400000.0,20.400000000000006,1996
1367,1390,Blazing Saddles,119601481.0,119601481.0,100.0,0.0,0.0,1974
1368,1391,Wonder Park,119559110.0,45216793.0,37.8,74342317.0,62.2,2019
1369,1392,Allied,119520023.0,40098064.0,33.6,79421959.0,66.4,2016
1370,1393,Charlie Wilson's War,119483446.0,66661095.0,55.8,52822351.0,44.2,2007
1371,1394,Fried Green Tomatoes,119418501.0,82418501.0,69.0,37000000.0,31.0,1991
1372,1395,On Golden Pond,119285432.0,119285432.0,100.0,0.0,0.0,1981
1373,1396,Sahara,119240351.0,68671925.0,57.6,50568426.0,42.4,2005
1374,1397,Beverly Hills Cop III,119208989.0,42614912.0,35.8,76594077.0,64.2,1994
1375,1398,Unfaithful,119137784.0,52775765.0,44.3,66362019.0,55.7,2002
1376,1399,I Belonged to You,119107580.0,744541.0,0.6,118363039.0,99.4,2016
1377,1400,The Shallows,119100758.0,55124043.0,46.3,63976715.0,53.7,2016
1378,1402,Final Destination 3,118890272.0,54098051.0,45.5,64792221.0,54.5,2006
1379,1403,Message in a Bottle,118880016.0,52880016.0,44.5,66000000.0,55.5,1999
1380,1405,Lost in Translation,118685453.0,44585453.0,37.6,74100000.0,62.4,2003
1381,1406,The Purge: Election Year,118587880.0,79213375.0,66.8,39374505.0,33.2,2016
1382,1407,Beethoven's 2nd,118243066.0,53443066.0,45.2,64800000.0,54.8,1993
1383,1408,A Cool Fish,118153135.0,551876.0,0.5,117601259.0,99.5,2018
1384,1409,Disturbia,118114220.0,80209692.0,67.9,37904528.0,32.099999999999994,2007
1385,1410,Why Him?,118102725.0,60323786.0,51.1,57778939.0,48.9,2016
1386,1411,Corpse Bride,118090836.0,53359111.0,45.2,64731725.0,54.8,2005
1387,1412,Star Trek: Generations,118071125.0,75671125.0,64.1,42400000.0,35.900000000000006,1994
1388,1413,The Saint,118063304.0,61363304.0,52.0,56700000.0,48.0,1997
1389,1414,P Storm,117991727.0,326711.0,0.3,117665016.0,99.7,2019
1390,1415,Saving Mr. Banks,117867984.0,83301580.0,70.7,34566404.0,29.299999999999997,2013
1391,1416,Pompeii,117831631.0,23219748.0,19.7,94611883.0,80.3,2014
1392,1417,Magic Mike XXL,117813057.0,66013057.0,56.0,51800000.0,44.0,2015
1393,1418,Blue Streak,117758500.0,68518533.0,58.2,49239967.0,41.8,1999
1394,1419,Game Night,117679066.0,69179066.0,58.8,48500000.0,41.2,2018
1395,1420,The Client,117615211.0,92115211.0,78.3,25500000.0,21.700000000000003,1994
1396,1421,The Forgotten,117592831.0,67133509.0,57.1,50459322.0,42.9,2004
1397,1422,A Knight's Tale,117487473.0,56569702.0,48.2,60917771.0,51.8,2001
1398,1423,Dennis the Menace,117270765.0,51270765.0,43.7,66000000.0,56.3,1993
1399,1424,Hotel for Dogs,117252578.0,73034460.0,62.3,44218118.0,37.7,2009
