,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,IMDb Score,Movie Facebook Likes
434,597,Marley & Me,255743093.0,143153751.0,56.0,112589342.0,44.0,2008,115.0,64.0,2000.0,Comedy|Drama|Family,116681,4811,English,USA,PG,7.1,11000
435,598,Halloween,255485178.0,159342015.0,62.4,96143163.0,37.6,2018,101.0,0.0,2000.0,Horror|Thriller,157857,4400,English,USA,R,7.9,12000
436,601,Cliffhanger,255000211.0,84049211.0,33.0,170951000.0,67.0,1993,124.0,212.0,13000.0,Action|Adventure|Thriller,96096,15229,English,USA,R,6.4,0
437,603,Babe,254134910.0,63658910.0,25.0,190476000.0,75.0,1995,91.0,108.0,405.0,Comedy|Drama|Family,94435,1185,English,Australia,G,6.8,5000
438,605,Wild Hogs,253625427.0,168273550.0,66.4,85351877.0,33.599999999999994,2007,100.0,12.0,419.0,Action|Adventure|Comedy,99989,1412,English,USA,PG-13,5.9,0
439,607,Hercules,252712101.0,99112101.0,39.2,153600000.0,60.8,1997,101.0,420.0,12000.0,Action|Adventure,115687,16235,English,USA,PG-13,6.0,21000
440,609,True Grit,252276927.0,171243005.0,67.9,81033922.0,32.099999999999994,2010,110.0,1000.0,13000.0,Adventure|Drama|Western,240962,25964,English,USA,PG-13,7.7,36000
441,611,American Hustle,251171807.0,150117807.0,59.8,101054000.0,40.2,2013,138.0,737.0,34000.0,Crime|Drama,358416,83012,English,USA,R,7.3,63000
442,612,Enemy of the State,250849789.0,111549836.0,44.5,139299953.0,55.5,1998,140.0,12000.0,10000.0,Action|Crime|Drama|Mystery|Thriller,188116,11951,English,USA,R,7.3,0
443,613,You've Got Mail,250821495.0,115821495.0,46.2,135000000.0,53.8,1998,119.0,0.0,15000.0,Comedy|Drama|Romance,151812,17768,English,USA,PG,6.5,0
444,614,Eragon,250425512.0,75030163.0,30.0,175395349.0,70.0,2006,104.0,14.0,3000.0,Action|Adventure|Family|Fantasy,108076,4487,English,USA,PG,5.1,0
445,616,The Mask of Zorro,250288523.0,94095523.0,37.6,156193000.0,62.4,1998,136.0,258.0,12000.0,Action|Adventure|Comedy|Romance|Thriller|Western,135404,12396,English,USA,PG-13,6.7,0
446,618,The Blair Witch Project,248639099.0,140539099.0,56.5,108100000.0,43.5,1999,81.0,19.0,170.0,Horror,186786,399,English,USA,R,6.4,0
447,619,Unbreakable,248118121.0,95011339.0,38.3,153106782.0,61.7,2000,106.0,0.0,18000.0,Drama|Mystery|Sci-Fi|Thriller,245152,33645,English,USA,PG-13,7.2,0
448,623,Grown Ups 2,246984278.0,133668525.0,54.1,113315753.0,45.9,2013,101.0,221.0,12000.0,Comedy,107817,39269,English,USA,PG-13,5.4,14000
449,624,The Peanuts Movie,246233113.0,130178411.0,52.9,116054702.0,47.1,2015,88.0,20.0,144.0,Adventure|Animation|Comedy|Family,27918,309,English,USA,G,7.2,33000
450,625,Back to the Future Part III,246144250.0,88277583.0,35.9,157866667.0,64.1,1990,118.0,0.0,1000.0,Adventure|Comedy|Sci-Fi|Western,283480,3986,English,USA,PG,7.4,0
451,626,The Godfather,246120974.0,134966411.0,54.8,111154563.0,45.2,1972,175.0,0.0,14000.0,Crime|Drama,1155770,28122,English,USA,R,9.2,43000
452,627,Rango,245724603.0,123477607.0,50.2,122246996.0,49.8,2011,107.0,563.0,40000.0,Adventure|Animation|Comedy|Family|Western,183208,43291,English,USA,PG,7.2,26000
453,628,Four Weddings and a Funeral,245700832.0,52700832.0,21.4,193000000.0,78.6,1994,117.0,179.0,1000.0,Comedy|Drama|Romance,107923,1862,English,UK,R,7.1,0
454,629,Face/Off,245676146.0,112276146.0,45.7,133400000.0,54.3,1997,138.0,610.0,12000.0,Action|Crime|Sci-Fi|Thriller,283967,17087,English,USA,R,7.3,11000
455,630,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0,82051601.0,33.4,163572247.0,66.6,2016,112.0,13.0,5000.0,Action|Adventure|Comedy|Sci-Fi,17533,8306,English,USA,PG-13,6.3,12000
456,631,Dark Shadows,245527149.0,79727149.0,32.5,165800000.0,67.5,2012,113.0,13000.0,40000.0,Comedy|Fantasy|Horror,199039,80849,English,USA,PG-13,6.2,82000
457,632,Hulk,245285165.0,132177234.0,53.9,113107931.0,46.1,2003,138.0,0.0,820.0,Action|Sci-Fi,212106,1814,English,USA,PG-13,5.7,0
458,635,Love Actually,244931766.0,59696144.0,24.4,185235622.0,75.6,2003,129.0,628.0,14000.0,Comedy|Drama|Romance,318634,28886,English,UK,R,7.7,52000
459,636,Pixels,244874809.0,78747585.0,32.2,166127224.0,67.8,2015,106.0,0.0,22000.0,Action|Animation|Comedy|Sci-Fi,89770,35367,English,USA,PG-13,5.6,39000
460,639,Journey to the Center of the Earth,244232688.0,101704370.0,41.6,142528318.0,58.4,2008,93.0,40.0,14000.0,Action|Adventure|Family|Fantasy|Sci-Fi,85323,17925,English,USA,PG,5.8,0
461,640,After Earth,243611982.0,60522097.0,24.8,183089885.0,75.2,2013,100.0,0.0,10000.0,Action|Adventure|Sci-Fi,158720,14168,English,USA,PG-13,4.9,37000
462,641,A Few Good Men,243240178.0,141340178.0,58.1,101900000.0,41.9,1992,138.0,0.0,10000.0,Drama|Thriller,181879,14619,English,USA,R,7.6,0
463,642,Cloudy with a Chance of Meatballs,243006126.0,124870275.0,51.4,118135851.0,48.6,2009,90.0,97.0,622.0,Animation|Comedy|Family|Sci-Fi,152601,1227,English,USA,PG,7.0,0
464,643,8 Mile,242875078.0,116750901.0,48.1,126124177.0,51.9,2002,110.0,161.0,1000.0,Drama|Music,187181,1954,English,USA,R,7.0,0
465,644,Daddy's Home,242786137.0,150357137.0,61.9,92429000.0,38.1,2015,96.0,51.0,8000.0,Comedy|Family,54010,10886,English,USA,PG-13,6.1,13000
466,645,RoboCop,242688965.0,58607007.0,24.2,184081958.0,75.8,2014,117.0,294.0,10000.0,Action|Crime|Sci-Fi|Thriller,182899,14161,English,USA,PG-13,6.2,60000
467,647,Eraser,242295562.0,101295562.0,41.8,141000000.0,58.2,1996,115.0,55.0,1000.0,Action|Drama|Mystery|Thriller,84424,3454,English,USA,R,6.1,0
468,651,Click,240685326.0,137355633.0,57.1,103329693.0,42.9,2006,107.0,153.0,11000.0,Comedy|Drama|Fantasy|Romance,246492,12700,English,USA,PG-13,6.4,7000
469,652,Die Hard 2,240247433.0,117540947.0,48.9,122706486.0,51.1,1990,124.0,212.0,13000.0,Action|Thriller,269858,16595,English,USA,R,7.1,0
470,653,Resident Evil: Retribution,240159255.0,42345531.0,17.6,197813724.0,82.4,2012,96.0,545.0,14000.0,Action|Horror|Sci-Fi|Thriller,104831,17913,English,Germany,R,5.4,32000
471,654,Crocodile Dundee II,239606210.0,109306210.0,45.6,130300000.0,54.4,1988,108.0,5.0,442.0,Action|Adventure|Comedy,44096,717,English,Australia,PG,5.5,489
472,657,Batman & Robin,238235915.0,107353792.0,45.1,130882123.0,54.9,1997,125.0,541.0,920.0,Action,189855,2699,English,USA,PG-13,3.7,0
473,658,Gulliver's Travels,237382724.0,42779261.0,18.0,194603463.0,82.0,2010,85.0,11.0,480.0,Adventure|Comedy|Family|Fantasy,53160,1173,English,USA,PG,4.9,0
474,661,Silver Linings Playbook,236412453.0,132092958.0,55.9,104319495.0,44.1,2012,122.0,737.0,34000.0,Comedy|Drama|Romance,533607,72115,English,USA,R,7.8,117000
475,662,2 Fast 2 Furious,236350661.0,127154901.0,53.8,109195760.0,46.2,2003,107.0,309.0,23000.0,Action|Crime|Thriller,191912,25296,English,USA,PG-13,5.9,0
476,663,Howl's Moving Castle,236212992.0,5576743.0,2.4,230636249.0,97.6,2004,119.0,6000.0,23000.0,Adventure|Animation|Family|Fantasy,214091,24263,Japanese,Japan,PG,8.2,13000
477,665,A.I. Artificial Intelligence,235926552.0,78616689.0,33.3,157309863.0,66.7,2001,146.0,14000.0,3000.0,Adventure|Drama|Sci-Fi,238747,6217,English,USA,PG-13,7.1,11000
478,666,Dead Poets Society,235860116.0,95860116.0,40.6,140000000.0,59.4,1988,128.0,608.0,49000.0,Comedy|Drama,277451,51609,English,USA,PG,8.0,23000
479,668,American Pie,235483004.0,102561004.0,43.6,132922000.0,56.4,1999,95.0,80.0,3000.0,Comedy,315549,8134,English,USA,R,7.0,0
480,669,American Reunion,234989584.0,57011521.0,24.3,177978063.0,75.7,2012,113.0,22.0,3000.0,Comedy,172112,8398,English,USA,R,6.7,39000
481,670,Big Daddy,234801895.0,163479795.0,69.6,71322100.0,30.40000000000001,1999,93.0,221.0,12000.0,Comedy|Drama,161858,26760,English,USA,PG-13,6.4,0
482,671,Alvin and the Chipmunks: The Road Chip,234798636.0,85886987.0,36.6,148911649.0,63.4,2015,92.0,12.0,35000.0,Adventure|Animation|Comedy|Family|Fantasy|Music,9418,38450,English,USA,PG,5.0,0
483,672,The Imitation Game,233555708.0,91125683.0,39.0,142430025.0,61.0,2014,114.0,77.0,19000.0,Biography|Drama|Thriller|War,467613,20295,English,UK,PG-13,8.1,165000
484,673,The Day the Earth Stood Still,233093859.0,79366978.0,34.0,153726881.0,66.0,2008,104.0,301.0,18000.0,Drama|Sci-Fi|Thriller,139423,22194,English,USA,PG-13,5.5,0
485,674,American Wedding,232722935.0,104565114.0,44.9,128157821.0,55.1,2003,74.0,58.0,3000.0,Comedy|Romance,162331,5713,English,USA,R,6.3,0
486,675,The Girl with the Dragon Tattoo,232617430.0,102515793.0,44.1,130101637.0,55.9,2011,158.0,21000.0,18000.0,Crime|Drama|Mystery|Thriller,330152,20388,English,USA,R,7.8,54000
487,676,Juno,232372681.0,143495265.0,61.8,88877416.0,38.2,2007,96.0,655.0,24000.0,Comedy|Drama|Romance,414335,28817,English,USA,PG-13,7.5,10000
488,677,Argo,232325503.0,136025503.0,58.6,96300000.0,41.4,2012,130.0,0.0,1000.0,Biography|Drama|History|Thriller,452465,3133,English,USA,R,7.7,89000
489,678,Mr. Bean's Holiday,232225908.0,33302167.0,14.3,198923741.0,85.7,2007,90.0,68.0,328.0,Comedy|Family,88714,794,English,UK,PG,6.3,0
490,679,The English Patient,231976425.0,78676425.0,33.9,153300000.0,66.1,1996,162.0,333.0,14000.0,Drama|Romance|War,142067,15912,English,USA,R,7.4,0
491,683,Get Smart,230685453.0,130319208.0,56.5,100366245.0,43.5,2008,110.0,88.0,13000.0,Action|Adventure|Comedy,168172,44798,English,USA,PG-13,6.5,0
492,684,Space Jam,230418342.0,90418342.0,39.2,140000000.0,60.8,1996,88.0,30.0,13000.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,112167,15001,English,USA,PG,6.3,0
493,686,The Heat,229930771.0,159582188.0,69.4,70348583.0,30.599999999999994,2013,123.0,176.0,975.0,Action|Comedy|Crime,133177,4825,English,USA,R,6.6,24000
494,688,Ghost Rider,228738393.0,115802596.0,50.6,112935797.0,49.4,2007,123.0,160.0,12000.0,Action|Fantasy|Thriller,182661,14017,English,USA,PG-13,5.2,0
495,694,The Green Hornet,227817248.0,98780042.0,43.4,129037206.0,56.6,2011,119.0,1000.0,11000.0,Action|Comedy|Crime|Sci-Fi|Thriller,136019,13391,English,USA,PG-13,5.8,14000
496,695,Out of Africa,227542205.0,87071205.0,38.3,140471000.0,61.7,1985,161.0,521.0,11000.0,Biography|Drama|Romance,52339,12518,English,USA,PG,7.2,0
497,698,Immortals,226904017.0,83504017.0,36.8,143400000.0,63.2,2011,110.0,763.0,15000.0,Action|Drama|Fantasy|Romance,138190,16691,English,USA,R,6.1,30000
498,699,Taken,226837760.0,145000989.0,63.9,81836771.0,36.1,2008,93.0,180.0,14000.0,Action|Thriller,483756,16461,English,France,PG-13,7.9,29000
499,700,Percy Jackson & the Olympians: The Lightning Thief,226497209.0,88768303.0,39.2,137728906.0,60.8,2010,118.0,0.0,8000.0,Adventure|Family|Fantasy,141179,14024,English,UK,PG,5.9,9000
500,701,Hansel & Gretel: Witch Hunters,226349749.0,55703475.0,24.6,170646274.0,75.4,2013,98.0,75.0,10000.0,Action|Fantasy|Horror,159868,11946,English,Germany,R,6.1,45000
501,702,Good Will Hunting,225933435.0,138433435.0,61.3,87500000.0,38.7,1997,126.0,835.0,49000.0,Drama,604904,63710,English,USA,R,8.3,31000
502,706,Jumper,225132113.0,80172128.0,35.6,144959985.0,64.4,2008,88.0,218.0,17000.0,Action|Adventure|Sci-Fi|Thriller,243053,21863,English,USA,PG-13,6.1,0
503,707,The Social Network,224920315.0,96962694.0,43.1,127957621.0,56.9,2010,120.0,21000.0,10000.0,Biography|Drama,479453,10555,English,USA,PG-13,7.7,74000
504,708,Chicken Run,224834564.0,106834564.0,47.5,118000000.0,52.5,2000,84.0,91.0,579.0,Adventure|Animation|Comedy|Drama|Family,140499,1817,English,UK,G,7.0,0
505,709,Con Air,224012234.0,101117573.0,45.1,122894661.0,54.9,1997,123.0,165.0,12000.0,Action|Crime|Thriller,225282,15362,English,USA,R,6.8,0
506,710,Interview with the Vampire: The Vampire Chronicles,223664608.0,105264608.0,47.1,118400000.0,52.9,1994,123.0,277.0,11000.0,Drama|Fantasy|Horror,239752,25697,English,USA,R,7.6,11000
507,711,Flightplan,223387299.0,89707299.0,40.2,133680000.0,59.8,2005,98.0,124.0,931.0,Drama|Mystery|Thriller,126746,2287,English,USA,PG-13,6.2,0
508,712,Yes Man,223241637.0,97690976.0,43.8,125550661.0,56.2,2008,104.0,235.0,14000.0,Comedy|Romance,271691,29505,English,USA,PG-13,6.8,0
509,713,Non-Stop,222809600.0,92168600.0,41.4,130641000.0,58.6,2014,106.0,174.0,14000.0,Action|Mystery|Thriller,200647,16967,English,UK,PG-13,7.0,24000
510,715,Fahrenheit 9/11,222446882.0,119194771.0,53.6,103252111.0,46.4,2004,122.0,909.0,503.0,Documentary|Drama|War,113152,1448,English,USA,R,7.5,0
511,716,Wild Wild West,222104681.0,113804681.0,51.2,108300000.0,48.8,1999,106.0,188.0,10000.0,Action|Comedy|Sci-Fi|Western,129601,15870,English,USA,PG-13,4.8,0
512,717,Elf,221671773.0,174626840.0,78.8,47044933.0,21.200000000000006,2003,97.0,4000.0,22000.0,Comedy|Family|Fantasy|Romance,147597,43354,English,USA,PG,6.9,21000
513,720,Collateral,220926695.0,101005703.0,45.7,119920992.0,54.3,2004,120.0,0.0,10000.0,Crime|Drama|Thriller,293662,13581,English,USA,R,7.6,0
514,721,Scary Movie 3,220673217.0,110003217.0,49.8,110670000.0,50.2,2003,84.0,119.0,807.0,Comedy,111526,3629,English,USA,PG-13,5.5,0
515,723,Knocked Up,219922417.0,148768917.0,67.6,71153500.0,32.40000000000001,2007,133.0,0.0,11000.0,Comedy|Romance,298590,12874,English,USA,R,7.0,0
516,724,Green Lantern,219851172.0,116601172.0,53.0,103250000.0,47.0,2011,123.0,258.0,16000.0,Action|Adventure|Sci-Fi,223393,17657,English,USA,PG-13,5.6,24000
517,725,What Happens in Vegas,219375562.0,80277646.0,36.6,139097916.0,63.4,2008,101.0,12.0,642.0,Comedy|Romance,140740,1026,English,USA,PG-13,6.1,0
518,726,It's Complicated,219103655.0,112735375.0,51.4,106368280.0,48.6,2009,120.0,278.0,11000.0,Comedy|Drama|Romance,69860,15226,English,USA,R,6.6,0
519,727,The Terminal,219100084.0,77872883.0,35.5,141227201.0,64.5,2004,128.0,14000.0,15000.0,Comedy|Drama,303864,16199,English,USA,PG-13,7.3,16000
520,728,Captain Phillips,218791811.0,107100855.0,49.0,111690956.0,51.0,2013,134.0,521.0,15000.0,Biography|Drama|Thriller,323353,16281,English,USA,PG-13,7.9,65000
521,729,The Prince of Egypt,218613188.0,101413188.0,46.4,117200000.0,53.6,1998,99.0,59.0,770.0,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,91093,1195,English,USA,PG,7.0,0
522,730,Jack Reacher,218340595.0,80070736.0,36.7,138269859.0,63.3,2012,130.0,188.0,10000.0,Action|Crime|Mystery|Thriller,226570,16385,English,USA,PG-13,7.0,38000
523,731,Kingdom of Heaven,218122627.0,47398413.0,21.7,170724214.0,78.3,2005,194.0,0.0,14000.0,Action|Adventure|Drama|History|War,217373,19600,English,USA,R,7.2,0
524,735,Dracula Untold,217124280.0,56280355.0,25.9,160843925.0,74.1,2014,92.0,28.0,3000.0,Action|Drama|Fantasy|Horror|War,138582,5178,English,USA,PG-13,6.3,37000
525,736,Central Intelligence,216972543.0,127440871.0,58.7,89531672.0,41.3,2016,107.0,43.0,12000.0,Action|Comedy|Crime,33354,14569,English,USA,PG-13,6.6,10000
526,737,Million Dollar Baby,216763646.0,100492203.0,46.4,116271443.0,53.6,2004,132.0,16000.0,16000.0,Drama|Sport,482064,28830,English,USA,PG-13,8.1,14000
527,738,The Help,216639112.0,169708112.0,78.3,46931000.0,21.700000000000006,2011,146.0,150.0,15000.0,Drama,318955,23227,English,USA,PG-13,8.1,75000
528,739,Twins,216614388.0,111938388.0,51.7,104676000.0,48.3,1988,107.0,425.0,742.0,Comedy|Crime,87538,2151,English,USA,PG,6.0,0
529,740,Valentine's Day,216485654.0,110485654.0,51.0,106000000.0,49.0,2010,125.0,0.0,14000.0,Comedy|Romance,95437,45696,English,USA,PG-13,5.7,9000
530,741,Bad Teacher,216197492.0,100292856.0,46.4,115904636.0,53.6,2011,97.0,52.0,3000.0,Comedy,160418,5547,English,USA,R,5.7,16000
531,743,Clear and Present Danger,215887717.0,122187717.0,56.6,93700000.0,43.4,1994,141.0,176.0,11000.0,Action|Crime|Drama|Thriller,69663,14178,English,USA,PG-13,6.9,0
532,744,Ted 2,215863606.0,81476385.0,37.7,134387221.0,62.3,2015,125.0,3000.0,14000.0,Comedy,117739,30010,English,USA,R,6.4,30000
533,745,Bram Stoker's Dracula,215862692.0,82522790.0,38.2,133339902.0,61.8,1992,155.0,0.0,18000.0,Fantasy|Horror|Romance,143835,42220,English,USA,R,7.5,14000
534,746,Vertical Limit,215663859.0,69243859.0,32.1,146420000.0,67.9,2000,124.0,258.0,867.0,Action|Adventure|Drama|Thriller,49536,3424,English,USA,PG-13,5.9,0
535,748,The Patriot,215294342.0,113330342.0,52.6,101964000.0,47.4,2000,142.0,776.0,13000.0,Action|Drama|History|War,207613,19454,English,USA,R,7.1,4000
536,749,The Sorcerer's Apprentice,215283742.0,63150991.0,29.3,152132751.0,70.7,2010,109.0,226.0,12000.0,Action|Adventure|Family|Fantasy,124185,13388,English,USA,PG,6.1,11000
537,750,Just Go with It,214945591.0,103028109.0,47.9,111917482.0,52.1,2011,117.0,221.0,11000.0,Comedy|Romance,172878,16325,English,USA,PG-13,6.4,19000
538,751,The Expendables 3,214657577.0,39322544.0,18.3,175335033.0,81.7,2014,131.0,385.0,26000.0,Action|Adventure|Thriller,127258,52610,English,USA,PG-13,6.1,56000
539,753,Pulp Fiction,214179088.0,107928762.0,50.4,106250326.0,49.6,1994,178.0,16000.0,13000.0,Crime|Drama,1324680,16557,English,USA,R,8.9,45000
540,754,Public Enemies,214104620.0,97104620.0,45.4,117000000.0,54.6,2009,140.0,0.0,40000.0,Biography|Crime|Drama|History|Romance,230931,64599,English,USA,R,7.0,0
541,756,The Bourne Identity,214034224.0,121661683.0,56.8,92372541.0,43.2,2002,119.0,218.0,13000.0,Action|Mystery|Thriller,407601,13249,English,USA,PG-13,7.9,0
542,757,Disclosure,214015089.0,83015089.0,38.8,131000000.0,61.2,1994,128.0,272.0,2000.0,Drama|Thriller,36587,3888,English,USA,R,6.0,0
543,758,The Aviator,213719942.0,102610330.0,48.0,111109612.0,52.0,2004,170.0,17000.0,29000.0,Biography|Drama,264318,34582,English,USA,PG-13,7.5,0
544,759,"Crouching Tiger, Hidden Dragon",213525736.0,128078872.0,60.0,85446864.0,40.0,2000,120.0,0.0,103.0,Action|Drama|Romance,217740,129,Mandarin,Taiwan,PG-13,7.9,0
545,760,Braveheart,213216216.0,75609945.0,35.5,137606271.0,64.5,1995,178.0,0.0,906.0,Biography|Drama|History|War,736638,1976,English,USA,R,8.4,17000
546,761,Into the Woods,212902372.0,128002372.0,60.1,84900000.0,39.9,2014,125.0,252.0,40000.0,Adventure|Comedy|Drama|Fantasy|Musical,101178,62837,English,USA,PG,6.0,90000
547,762,Bedtime Stories,212874864.0,110101975.0,51.7,102772889.0,48.3,2008,99.0,163.0,11000.0,Comedy|Family|Fantasy|Romance,72326,12831,English,USA,PG,6.1,0
548,763,Miss Congeniality,212742720.0,106807667.0,50.2,105935053.0,49.8,2000,109.0,80.0,545.0,Action|Comedy|Crime|Romance,137377,1574,English,USA,PG-13,6.2,0
549,764,Entrapment,212404396.0,87704396.0,41.3,124700000.0,58.7,1999,113.0,36.0,537.0,Action|Crime|Romance|Thriller,88132,1302,English,USA,PG-13,6.2,0
550,765,Ace Ventura: When Nature Calls,212385533.0,108385533.0,51.0,104000000.0,49.0,1995,90.0,176.0,531.0,Adventure|Comedy,160321,2203,English,USA,PG-13,6.3,0
551,766,End of Days,211989043.0,66889043.0,31.6,145100000.0,68.4,1999,121.0,0.0,1000.0,Action|Fantasy|Horror|Mystery,89509,3903,English,USA,R,5.7,2000
552,768,Battle Los Angeles,211819354.0,83552429.0,39.4,128266925.0,60.6,2011,116.0,473.0,833.0,Action|Sci-Fi,154955,4001,English,USA,PG-13,5.8,25000
553,769,Fury,211817906.0,85817906.0,40.5,126000000.0,59.5,2014,134.0,452.0,11000.0,Action|Drama|War,303185,20411,English,USA,R,7.6,82000
554,770,Australia,211787511.0,49554002.0,23.4,162233509.0,76.6,2008,165.0,1000.0,309.0,Adventure|Drama|Romance|War,102338,921,English,Australia,PG-13,6.6,0
555,771,Due Date,211780824.0,100539043.0,47.5,111241781.0,52.5,2010,95.0,480.0,21000.0,Comedy|Drama,272789,23018,English,USA,R,6.6,25000
556,772,Master and Commander: The Far Side of the World,211622535.0,93927920.0,44.4,117694615.0,55.6,2003,138.0,608.0,613.0,Action|Adventure|Drama|History|War,168207,1205,English,USA,PG-13,7.4,0
557,774,District 9,210888950.0,115646235.0,54.8,95242715.0,45.2,2009,112.0,662.0,2000.0,Action|Sci-Fi|Thriller,531737,2639,English,South Africa,R,8.0,22000
558,775,The Jungle Book,210310084.0,141843612.0,67.4,68466472.0,32.599999999999994,1967,106.0,4000.0,19000.0,Adventure|Drama|Family|Fantasy,106221,32921,English,UK,PG,7.8,65000
559,776,Moonraker,210308099.0,70308099.0,33.4,140000000.0,66.6,1979,126.0,43.0,244.0,Action|Adventure|Sci-Fi|Thriller,69534,1008,English,UK,PG,6.3,0
560,777,The Others,209947037.0,96522687.0,46.0,113424350.0,54.0,2001,101.0,448.0,482.0,Fantasy|Horror|Thriller,268581,956,English,USA,PG-13,7.6,20000
561,778,Horrible Bosses,209838559.0,117538559.0,56.0,92300000.0,44.0,2011,106.0,91.0,18000.0,Comedy|Crime,353442,18669,English,USA,R,6.9,31000
562,780,Red Dragon,209196298.0,93149898.0,44.5,116046400.0,55.5,2002,124.0,420.0,22000.0,Crime|Drama|Thriller,204063,35867,English,Germany,R,7.2,0
563,781,Tomorrowland,209035668.0,93436322.0,44.7,115599346.0,55.3,2015,130.0,663.0,2000.0,Action|Adventure|Family|Mystery|Sci-Fi,128306,5046,English,USA,PG,6.5,37000
564,782,Me Before You,208314186.0,56245075.0,27.0,152069111.0,73.0,2016,110.0,17.0,11000.0,Drama|Romance,44723,21852,English,UK,PG-13,7.6,51000
565,783,Safe House,208076205.0,126373434.0,60.7,81702771.0,39.3,2012,115.0,79.0,18000.0,Action|Crime|Mystery|Thriller,166693,36237,English,USA,R,6.8,19000
566,784,S.W.A.T.,207725639.0,116934650.0,56.3,90790989.0,43.7,2003,117.0,69.0,10000.0,Action|Adventure|Crime|Thriller,119807,14486,English,USA,PG-13,6.0,0
567,785,Traffic,207515725.0,124115725.0,59.8,83400000.0,40.2,2000,190.0,0.0,599.0,Crime|Drama|Thriller,170684,1418,English,USA,R,7.6,0
568,786,The Fast and the Furious,207284863.0,144533925.0,69.7,62750938.0,30.3,2001,106.0,357.0,23000.0,Action|Crime|Thriller,272223,45327,English,USA,PG-13,6.7,14000
569,787,Paranormal Activity 3,207039844.0,104028807.0,50.2,103011037.0,49.8,2011,94.0,24.0,581.0,Horror,76828,2371,English,USA,R,5.8,24000
570,788,Philadelphia,206678440.0,77446440.0,37.5,129232000.0,62.5,1993,125.0,438.0,18000.0,Drama,178731,33865,English,USA,PG-13,7.7,0
571,790,The Holiday,205841885.0,63224849.0,30.7,142617036.0,69.3,2006,138.0,278.0,14000.0,Comedy|Romance,182757,17423,English,USA,PG-13,6.9,19000
572,791,London Has Fallen,205754447.0,62524260.0,30.4,143230187.0,69.6,2016,99.0,24.0,18000.0,Action|Crime|Drama|Thriller,69484,20276,English,UK,R,5.9,28000
573,793,The Break-Up,205668210.0,118703275.0,57.7,86964935.0,42.3,2006,106.0,235.0,4000.0,Comedy|Drama|Romance,102167,8315,English,USA,PG-13,5.8,0
574,795,JFK,205405498.0,70405498.0,34.3,135000000.0,65.7,1991,206.0,0.0,433.0,Drama|History|Thriller,113472,698,English,France,R,8.0,0
575,796,White House Down,205366737.0,73103784.0,35.6,132262953.0,64.4,2013,131.0,776.0,17000.0,Action|Drama|Thriller,164238,18204,English,USA,PG-13,6.4,33000
576,797,Fun with Dick and Jane,204681899.0,110332737.0,53.9,94349162.0,46.1,2005,90.0,23.0,957.0,Comedy|Crime,110788,1997,English,USA,PG-13,6.1,2000
577,798,Eat Pray Love,204594016.0,80574010.0,39.4,124020006.0,60.6,2010,140.0,708.0,11000.0,Drama|Romance,63493,20440,English,USA,PG-13,5.7,26000
578,799,You Don't Mess with the Zohan,204313400.0,100018837.0,49.0,104294563.0,51.0,2008,113.0,221.0,11000.0,Action|Comedy,156348,13446,English,USA,PG-13,5.5,0
579,801,Hairspray,203552922.0,118871849.0,58.4,84681073.0,41.6,2007,117.0,163.0,719.0,Comedy|Drama|Family|Music|Musical|Romance,98693,1673,English,USA,PG,6.7,0
580,802,Yogi Bear,203518375.0,100246011.0,49.3,103272364.0,50.7,2010,80.0,40.0,3000.0,Adventure|Animation|Comedy|Family,16385,4394,English,USA,PG,4.6,0
581,804,Vanilla Sky,203388341.0,100618344.0,49.5,102769997.0,50.5,2001,141.0,488.0,10000.0,Fantasy|Mystery|Romance|Sci-Fi|Thriller,206776,11458,English,USA,R,6.9,0
582,806,Need for Speed,203277636.0,43577636.0,21.4,159700000.0,78.6,2014,132.0,76.0,3000.0,Action|Crime|Drama|Thriller,136954,7081,English,USA,PG-13,6.5,32000
583,807,Ponyo,203204882.0,15743471.0,7.8,187461411.0,92.2,2008,101.0,6000.0,6.0,Adventure|Animation|Family|Fantasy,85589,13,Japanese,Japan,G,7.7,0
584,808,Garfield,203172417.0,75369589.0,37.1,127802828.0,62.9,2004,80.0,12.0,13000.0,Animation|Comedy|Family|Fantasy,58961,13430,English,USA,PG,5.0,795
585,809,Little Women,203127575.0,107727575.0,53.0,95400000.0,47.0,2019,115.0,44.0,23000.0,Drama|Family|Romance,36624,29370,English,USA,PG,7.3,0
586,811,Patch Adams,202292902.0,135026902.0,66.8,67266000.0,33.2,1998,115.0,293.0,49000.0,Biography|Comedy|Drama|Romance,80580,74382,English,USA,PG-13,6.7,0
587,812,Teenage Mutant Ninja Turtles,201965915.0,135265915.0,67.0,66700000.0,33.0,1990,101.0,473.0,833.0,Action|Adventure|Comedy|Sci-Fi,167089,2690,English,USA,PG-13,5.9,62000
588,813,Kindergarten Cop,201957688.0,91457688.0,45.3,110500000.0,54.7,1990,111.0,425.0,743.0,Action|Comedy|Crime,107801,2403,English,USA,PG-13,6.0,0
